track_id,track_name,artist,playlist_name
0WVh3oDc5nInV5R1LV6E9b,Woman of the House,Natalie MacMaster,Indie Folk Feel
0k4OWoIie8jrNLBrwhNodj,Already Free,Ruth Moody,Indie Folk Feel
0mLHETrT8jlcMpdw9DQTRr,Night Owl,Lynn Miles,Indie Folk Feel
7fatZBmcxsr1xqjy425oq6,Tell Me Where It Hurts,Marc Jordan,Indie Folk Feel
0hhRZjuboEqeXWX4f6Wg4c,Constellations,Meredith Moon,Indie Folk Feel
4zdBBaRLTPrR2wFtODDSGW,Going Down The Road,Bruce Cockburn,Indie Folk Feel
2GTC1s6jGxdcc6ksP28EH8,Highway 105,Lynn Miles,Indie Folk Feel
2NAOqvZIf7onZ4kDLU560I,Ready or Not (feat. Sierra Ferrell),Shakey Graves,Indie Folk Feel
74961kSZFQShEPEDW5eizA,The Benefits of Surrender,James Keelaghan,Indie Folk Feel
2a472lJEnnVKszxn13mrYJ,Human Doll,Steven Page,Indie Folk Feel
4Q5CLb0X0TekGSgkwn0jyj,Long Shot,Marc Jordan,Indie Folk Feel
2vOWeduJdE3pDR3c8uCE7Z,Drugstore Houses,Garrett Kato,Indie Folk Feel
5pB2FfZtbZviY37ZzxCfsg,Holloway Jack,The Mahones,Indie Folk Feel
2OuSL2gmVkBLrqhj3cd1Ii,Casual,Tif Ginn,Indie Folk Feel
57VGyS8QAo0oEYL1xURxPL,Whirlwind,Steve Dawson & The Telescope 3,Indie Folk Feel
07s7P8nD2iuQof7ouRrIq2,Whiskey Jack (Home),Barney Bentall,Indie Folk Feel
6WSMa3dapwtDHoqWi92PZO,Snowy Owl,Stars,Indie Folk Feel
4Vr0FUtn0pT6kCXFNK3zOJ,The Crossing,Susan Aglukark,Indie Folk Feel
7uBsxxFvXiuQBJUHG4bhvf,Colin Went Down to the Water,Bruce Cockburn,Indie Folk Feel
50ADbv6WLNp2jfeb5eTn6D,"Gone, Long Gone",Steve Dawson,Indie Folk Feel
1FmuWNsBbUzUCUNXfgqSO2,The Whole Night Sky,Bruce Cockburn,Indie Folk Feel
6GBo8Hdb6EHTty78clpPNB,Slow Moving Train,Meredith Moon,Indie Folk Feel
46uPN63Jgen8ohoiBXFTAa,I Hope You Change Your Mind,Donovan Woods,Indie Folk Feel
15EVZNxfL0mUSy1K3dAkhy,Not Quite Rain,Sylvia Tyson,Indie Folk Feel
7zONjriMYltCzBer4ACScM,When I Was a Boy,Zachari Smith,Indie Folk Feel
4Vs2i8GdP5s7vd8vfSRcDk,Phoenix,Big Red Machine,Indie Folk Feel
2fNsEWPKLnx240kmlLeqZn,And Again,Katherine Fischer,Indie Folk Feel
3coX2tggQeNsgeUIVoagUT,Waterwalker Theme,Bruce Cockburn,Indie Folk Feel
6IgHzRaxtmfC07vM5gutLJ,Turn the Radio Up,Matt Patershuk,Indie Folk Feel
4xafACltf1Da77El9PSe1j,Lost In Her Ocean,Will Whitwham,Indie Folk Feel
0gTlRYZfrqihmjUfcSg1ao,Half Breed,Berk Jodoin,Indie Folk Feel
08bIZxKG4DTvhP7qxUNIqv,Waiting on the Night,Zachari Smith,Indie Folk Feel
5g7rJvWYVrloJZwKiShqlS,Dirty Paws,Of Monsters and Men,Indie Folk Feel
6zjZArgz7ArC1yOwTW2cLm,Hollow,Jon Bryant,Indie Folk Feel
01cePtxcDLw1pDnTDSuFJI,Coal Mine,Steve Marriner,Indie Folk Feel
0kOCKkxSvSUxfTpTBwYRqD,To Keep the World We Know,Bruce Cockburn,Indie Folk Feel
4iecg4JawWZxkvSKo7T1xH,All This Time Running,Craig Cardiff,Indie Folk Feel
3fUV94MU8ULFZtKh3KUYlm,Oblivion,The Wilderness of Manitoba,Indie Folk Feel
4GXAlfigFhG5DhjAKkhe77,Seventeen,Ruth Moody,Indie Folk Feel
429EttO8gs0bDo2SQfUNSm,Georgia,Vance Joy,Indie Folk Feel
71UTcCow2CVqk8PkDsIrXq,Strong Enough,Ray LaMontagne,Indie Folk Feel
5Os0hm3IZgGFU3Y7MT79WO,Other Side of the Curve,John Wort Hannam,Indie Folk Feel
0Y9belsGlq7oWUjDwAOfJw,Never Look Back,The Franklin Electric,Indie Folk Feel
4qi3E7t7N3rw8N8HAr8qfW,Running out After You,Tom Speight,Indie Folk Feel
2tRxHjEkdgGMv9kZbOyqOH,And It's Still Alright,Nathaniel Rateliff,Indie Folk Feel
5jKrSVPHA7sfhpBgLYaH4v,Us All,Bruce Cockburn,Indie Folk Feel
2baejXdN4ZbKCNsVYD95b5,Like A Little Bird,Mike Stevens,Indie Folk Feel
3Zc9Z0RrfZfof3QKZwM5Zc,Water From A Stone,Marc Jordan,Indie Folk Feel
26cDqrRycGszZWBEJxZkgh,Back Home - Acoustic,Finny McConnell,Indie Folk Feel
027LP8LjC1WHtLkg0Jfb0B,Moody,Lynn Miles,Indie Folk Feel
3Kd4ykOjwX69Mv0PKPrlqd,Star Crossed,Meredith Moon,Indie Folk Feel
0HE3TnUyHfk9HW09zzbbxc,Survivors - Acoustic,Passenger,Indie Folk Feel
1NSmJEll2hK6ZqDLjS1Tl5,A Thomson Day (For Tom Thomson),Murray McLauchlan,Indie Folk Feel
0czHXU3yKiG0L0gbiW5Bo9,Someone Save Me,Finny McConnell,Indie Folk Feel
3bMOSKm9avJIHCntMHv7zz,Long Time,Wild Rivers,Indie Folk Feel
36khbx0Z5usy7yVUaUOewr,How Can I Make You Love Me,She & Him,Indie Folk Feel
521OGmvX6wu71tyKDUwwR1,The Things We Do to Each Other,Cowboy Junkies,Indie Folk Feel
0LLGUaDHoONgrkLwcbC7sd,This Storm,Catherine MacLellan,Indie Folk Feel
4lLqrFg9wpZJImUReKuIim,Hey Hey! (Song For Gord),Leeroy Stagger,Indie Folk Feel
7CEV9VwA8XO9wwxTXgYKvY,I And Love And You,The Avett Brothers,Indie Folk Feel
4NDi1cV4WZgWX04ExSRddy,Bonnie's Lounge,Braden Gates,Indie Folk Feel
0H3SYOgMIYI04Udj3POl0J,Farm In The Middle Of Nowhere,Buffy Sainte-Marie,Indie Folk Feel
4ZudlzNCF16RaTykekBoT5,Sometimes,The Wilderness of Manitoba,Indie Folk Feel
56EYYIIK0qFBwd4STmi57U,Gathering Storm,James Keelaghan,Indie Folk Feel
0hiNGud4iaOWmZ621ialwU,Two Shots,John Muirhead,Indie Folk Feel
4kcReaJok7Xm2rLgwej1nL,Bonaparte Plateau,RanchWriters,Indie Folk Feel
0lfla2UmXAtORiiMU70ThK,One and Only,Ruth Moody,Indie Folk Feel
7pKHxUZx4yI58URz6FRjm4,November,The Wilderness of Manitoba,Indie Folk Feel
55jsr64ANTj23HaCtlotGz,In The Ashes,Will Whitwham,Indie Folk Feel
5e7H5e3BBsDJmygioSJMHF,Heart Attack,Wild Rivers,Indie Folk Feel
5s3Jd4MqCAIqweX4QaY061,When It Comes To Love,Crystal Shawanda,Indie Folk Feel
78qWzzsm8vLc8HbNbNZRFZ,Potter's Wheel,Barney Bentall,Indie Folk Feel
1cE6NjYshxH6KuOYnKYBbU,When the Spirit Walks in the Room,Bruce Cockburn,Indie Folk Feel
3SrKpf4xPJmDZMAxkLFIOI,Loving You Never Gets Old,Jimmy Rankin,Indie Folk Feel
6RlUF0qYvPVi0Uo59GbHHD,Won't Change The World,Barney Bentall,Indie Folk Feel
3O0TmuAXNdqdBp14hONExb,"To Be Safe, Loved & Home (2020)",Craig Cardiff,Indie Folk Feel
5Xti1ww5aprihgNPifPja8,Waterton,Evergreen,Indie Folk Feel
2OtfhsALRHmVWfmdfLWjit,I Want It All,Leeroy Stagger,Indie Folk Feel
2HBIfm9S9CUZ0rnC0pbaZG,Rest in Peace,David Wilcox,Indie Folk Feel
2tyJZEwHcA12gKGLGiKRzs,Boulder To Birmingham,Emmylou Harris,Indie Folk Feel
44oUz7JN5URZTIT21knGLg,Emm & May,Craig Cardiff,Indie Folk Feel
1zEie6BLOAHQfUCe0yeegt,If It's Alright With You,Catherine MacLellan,Indie Folk Feel
3ekNuTF3UpOvIZCfiejpnC,Stubborn Love,The Lumineers,Indie Folk Feel
2OJsO8lKbN6NgxmYaRH1uA,Gonna Get Good,The Once,Indie Folk Feel
1eOt3lInNLAvkf7xE7RFWi,Last Surrender,Matt Andersen,Indie Folk Feel
7heqHJlhyuaxbgcjTnlKSd,We're Miles Apart,Finny McConnell,Indie Folk Feel
3jP94J20LpwhaAzByKfuCU,Traveller,John Muirhead,Indie Folk Feel
2rSqRUANR3LVB1M9qo7npI,Song for the Line Cook,Braden Gates,Indie Folk Feel
